trial,score,vs_left,action,win_probability,round,win_low,win_high,conv_low,conv_high
4,90,0,small,0.015000000000000003,1,75.0,100.0,65,75
4,90,1,small,0.02725000000000001,1,75.0,100.0,65,75
4,90,2,small,0.046187500000000006,1,75.0,100.0,65,75
4,90,3,very_small,0.073671875,1,75.0,100.0,65,75
4,91,0,small,0.010500000000000002,1,75.0,100.0,65,75
4,91,1,small,0.018375000000000002,1,75.0,100.0,65,75
4,91,2,small,0.029468750000000002,1,75.0,100.0,65,75
4,91,3,very_small,0.043593749999999994,1,75.0,100.0,65,75
4,92,0,small,0.007000000000000001,1,75.0,100.0,65,75
4,92,1,small,0.011687500000000003,1,75.0,100.0,65,75
4,92,2,small,0.0174375,1,75.0,100.0,65,75
4,92,3,very_small,0.023281250000000003,1,75.0,100.0,65,75
4,93,0,small,0.004375000000000001,1,75.0,100.0,65,75
4,93,1,small,0.006875000000000002,1,75.0,100.0,65,75
4,93,2,small,0.009312500000000001,1,75.0,100.0,65,75
4,93,3,very_small,0.01078125,1,75.0,100.0,65,75
4,94,0,small,0.0025000000000000005,1,75.0,100.0,65,75
4,94,1,small,0.003625,1,75.0,100.0,65,75
4,94,2,small,0.0043125,1,75.0,100.0,65,75
4,94,3,small,0.0043125,1,75.0,100.0,65,75
4,95,0,small,0.0012500000000000005,1,75.0,100.0,65,75
4,95,1,small,0.0016250000000000006,1,75.0,100.0,65,75
4,95,2,small,0.0016562500000000002,1,75.0,100.0,65,75
4,95,3,small,0.0016562500000000002,1,75.0,100.0,65,75
4,96,0,small,0.0005000000000000001,1,75.0,100.0,65,75
4,96,1,small,0.0005625000000000001,1,75.0,100.0,65,75
4,96,2,small,0.0005625000000000001,1,75.0,100.0,65,75
4,96,3,small,0.0005625000000000001,1,75.0,100.0,65,75
4,97,0,small,0.00012500000000000003,1,75.0,100.0,65,75
4,97,1,small,0.00012500000000000003,1,75.0,100.0,65,75
4,97,2,small,0.00012500000000000003,1,75.0,100.0,65,75
4,97,3,small,0.00012500000000000003,1,75.0,100.0,65,75
4,98,0,small,0.0,1,75.0,100.0,65,75
4,98,1,small,0.0,1,75.0,100.0,65,75
4,98,2,small,0.0,1,75.0,100.0,65,75
4,98,3,small,0.0,1,75.0,100.0,65,75
4,99,0,small,0.0,1,75.0,100.0,65,75
4,99,1,small,0.0,1,75.0,100.0,65,75
4,99,2,small,0.0,1,75.0,100.0,65,75
4,99,3,small,0.0,1,75.0,100.0,65,75
4,100,0,small,0.0,1,75.0,100.0,65,75
4,100,1,small,0.0,1,75.0,100.0,65,75
4,100,2,small,0.0,1,75.0,100.0,65,75
4,100,3,small,0.0,1,75.0,100.0,65,75
5,0,0,small,0.8773940161331603,1,75.0,100.0,65,75
5,0,1,large,0.9954314807638946,1,75.0,100.0,65,75
5,0,2,large,0.9996628689592301,1,75.0,100.0,65,75
5,0,3,small,1.0000000000000002,1,75.0,100.0,65,75
5,1,0,small,0.8774375501983596,1,75.0,100.0,65,75
5,1,1,large,0.9954837829389962,1,75.0,100.0,65,75
5,1,2,large,0.9996670630317149,1,75.0,100.0,65,75
5,1,3,small,1.0000000000000002,1,75.0,100.0,65,75
5,2,0,small,0.8774578269398978,1,75.0,100.0,65,75
5,2,1,large,0.9954526218783781,1,75.0,100.0,65,75
5,2,2,large,0.9996644438301017,1,75.0,100.0,65,75
5,2,3,small,1.0000000000000002,1,75.0,100.0,65,75
5,3,0,small,0.8774590107987669,1,75.0,100.0,65,75
5,3,1,large,0.9954235150907688,1,75.0,100.0,65,75
5,3,2,large,0.9996619902911053,1,75.0,100.0,65,75
5,3,3,small,1.0000000000000002,1,75.0,100.0,65,75
5,4,0,small,0.8774443726605394,1,75.0,100.0,65,75
5,4,1,large,0.9953963375911213,1,75.0,100.0,65,75
5,4,2,large,0.9996596925765663,1,75.0,100.0,65,75
5,4,3,small,1.0000000000000002,1,75.0,100.0,65,75
5,5,0,small,0.8774161561242466,1,75.0,100.0,65,75
5,5,1,large,0.9953709716395107,1,75.0,100.0,65,75
5,5,2,large,0.999657541409641,1,75.0,100.0,65,75
5,5,3,small,1.0000000000000002,1,75.0,100.0,65,75
5,6,0,small,0.8773754797219491,1,75.0,100.0,65,75
5,6,1,large,0.9953473063345363,1,75.0,100.0,65,75
5,6,2,large,0.9996555280436507,1,75.0,100.0,65,75
5,6,3,small,1.0000000000000002,1,75.0,100.0,65,75
5,7,0,small,0.8773222704252602,1,75.0,100.0,65,75
5,7,1,small,0.9953461027836357,1,75.0,100.0,65,75
5,7,2,small,0.9996547805829199,1,75.0,100.0,65,75
5,7,3,small,1.0000000000000002,1,75.0,100.0,65,75
5,8,0,small,0.8772552242366249,1,75.0,100.0,65,75
5,8,1,small,0.9953496142886765,1,75.0,100.0,65,75
5,8,2,small,0.9996551072342549,1,75.0,100.0,65,75
5,8,3,small,1.0000000000000002,1,75.0,100.0,65,75
5,9,0,small,0.8771717900854368,1,75.0,100.0,65,75
5,9,1,small,0.9953512219797944,1,75.0,100.0,65,75
5,9,2,small,0.9996552726608559,1,75.0,100.0,65,75
5,9,3,small,1.0000000000000002,1,75.0,100.0,65,75
5,10,0,small,0.8770681736350462,1,75.0,100.0,65,75
5,10,1,small,0.9953513062167741,1,75.0,100.0,65,75
5,10,2,small,0.9996553083762695,1,75.0,100.0,65,75
5,10,3,small,1.0000000000000002,1,75.0,100.0,65,75
5,11,0,small,0.8769393579592717,1,75.0,100.0,65,75
5,11,1,small,0.9953502232252927,1,75.0,100.0,65,75
5,11,2,small,0.9996552437189895,1,75.0,100.0,65,75
5,11,3,small,1.0000000000000002,1,75.0,100.0,65,75
5,12,0,small,0.8767791383687138,1,75.0,100.0,65,75
5,12,1,small,0.9953476625868583,1,75.0,100.0,65,75
5,12,2,small,0.9996546238537218,1,75.0,100.0,65,75
5,12,3,small,1.0000000000000002,1,75.0,100.0,65,75
5,13,0,small,0.876580168960468,1,75.0,100.0,65,75
5,13,1,small,0.9953423201063691,1,75.0,100.0,65,75
5,13,2,small,0.9996535657554367,1,75.0,100.0,65,75
5,13,3,small,1.0000000000000002,1,75.0,100.0,65,75
5,14,0,small,0.8765963684442305,1,75.0,100.0,65,75
5,14,1,small,0.9953310634518998,1,75.0,100.0,65,75
5,14,2,small,0.9996521734723016,1,75.0,100.0,65,75
5,14,3,small,1.0000000000000002,1,75.0,100.0,65,75
5,15,0,small,0.8768908886824636,1,75.0,100.0,65,75
5,15,1,small,0.9953152762068491,1,75.0,100.0,65,75
5,15,2,small,0.999650539236569,1,75.0,100.0,65,75
5,15,3,small,1.0000000000000002,1,75.0,100.0,65,75
5,16,0,small,0.8773456111115479,1,75.0,100.0,65,75
5,16,1,small,0.9952961851092004,1,75.0,100.0,65,75
5,16,2,small,0.9996487444920754,1,75.0,100.0,65,75
5,16,3,small,1.0000000000000002,1,75.0,100.0,65,75
5,17,0,small,0.877848674723407,1,75.0,100.0,65,75
5,17,1,small,0.9952748736844881,1,75.0,100.0,65,75
5,17,2,small,0.9996476230037331,1,75.0,100.0,65,75
5,17,3,small,1.0000000000000002,1,75.0,100.0,65,75
5,18,0,small,0.8782941479503846,1,75.0,100.0,65,75
5,18,1,small,0.9952630403541125,1,75.0,100.0,65,75
5,18,2,small,0.9996474048215548,1,75.0,100.0,65,75
5,18,3,small,1.0000000000000002,1,75.0,100.0,65,75
5,19,0,small,0.8785817176097128,1,75.0,100.0,65,75
5,19,1,small,0.9952630485797263,1,75.0,100.0,65,75
5,19,2,small,0.9996480064594391,1,75.0,100.0,65,75
5,19,3,small,1.0000000000000002,1,75.0,100.0,65,75
5,20,0,small,0.8786163940268734,1,75.0,100.0,65,75
5,20,1,small,0.9952737974270409,1,75.0,100.0,65,75
5,20,2,small,0.9996493503340296,1,75.0,100.0,65,75
5,20,3,small,1.0000000000000002,1,75.0,100.0,65,75
5,21,0,small,0.8783082315023459,1,75.0,100.0,65,75
5,21,1,small,0.9952942639610519,1,75.0,100.0,65,75
5,21,2,small,0.9996513643918574,1,75.0,100.0,65,75
5,21,3,small,1.0000000000000002,1,75.0,100.0,65,75
5,22,0,small,0.8778633617706649,1,75.0,100.0,65,75
5,22,1,small,0.9953234983139846,1,75.0,100.0,65,75
5,22,2,small,0.9996539817586133,1,75.0,100.0,65,75
5,22,3,small,1.0000000000000002,1,75.0,100.0,65,75
5,23,0,small,0.8774826879761446,1,75.0,100.0,65,75
5,23,1,small,0.9953606190460913,1,75.0,100.0,65,75
5,23,2,small,0.9996571404092794,1,75.0,100.0,65,75
5,23,3,small,1.0000000000000002,1,75.0,100.0,65,75
5,24,0,small,0.8771516098959935,1,75.0,100.0,65,75
5,24,1,small,0.9954048087825916,1,75.0,100.0,65,75
5,24,2,small,0.999660782857935,1,75.0,100.0,65,75
5,24,3,small,1.0000000000000002,1,75.0,100.0,65,75
5,25,0,small,0.8768518253983872,1,75.0,100.0,65,75
5,25,1,small,0.995455310110976,1,75.0,100.0,65,75
5,25,2,small,0.9996648558661081,1,75.0,100.0,65,75
5,25,3,small,1.0000000000000002,1,75.0,100.0,65,75
5,26,0,small,0.8765619516760014,1,75.0,100.0,65,75
5,26,1,small,0.9955114217237714,1,75.0,100.0,65,75
5,26,2,small,0.9996693101686095,1,75.0,100.0,65,75
5,26,3,small,1.0000000000000002,1,75.0,100.0,65,75
5,27,0,small,0.8762580844914786,1,75.0,100.0,65,75
5,27,1,small,0.9954625005171625,1,75.0,100.0,65,75
5,27,2,small,0.9996652127867667,1,75.0,100.0,65,75
5,27,3,small,1.0000000000000002,1,75.0,100.0,65,75
5,28,0,small,0.8759143004639227,1,75.0,100.0,65,75
5,28,1,small,0.9954198443894947,1,75.0,100.0,65,75
5,28,2,small,0.9996616402609543,1,75.0,100.0,65,75
5,28,3,small,1.0000000000000002,1,75.0,100.0,65,75
5,29,0,small,0.8755031070616722,1,75.0,100.0,65,75
5,29,1,small,0.9953833758021501,1,75.0,100.0,65,75
5,29,2,small,0.9996585811928741,1,75.0,100.0,65,75
5,29,3,small,1.0000000000000002,1,75.0,100.0,65,75
5,30,0,small,0.8749958446272348,1,75.0,100.0,65,75
5,30,1,small,0.9953529909563676,1,75.0,100.0,65,75
5,30,2,small,0.9996560226845408,1,75.0,100.0,65,75
5,30,3,small,1.0000000000000002,1,75.0,100.0,65,75
5,31,0,small,0.874363044443783,1,75.0,100.0,65,75
5,31,1,small,0.9953285633956663,1,75.0,100.0,65,75
5,31,2,small,0.9996539505733891,1,75.0,100.0,65,75
5,31,3,small,1.0000000000000002,1,75.0,100.0,65,75
5,32,0,small,0.8735747465575597,1,75.0,100.0,65,75
5,32,1,small,0.9952964498181691,1,75.0,100.0,65,75
5,32,2,small,0.9996422265483688,1,75.0,100.0,65,75
5,32,3,small,1.0000000000000002,1,75.0,100.0,65,75
5,33,0,small,0.8726007807955486,1,75.0,100.0,65,75
5,33,1,small,0.9952354704965888,1,75.0,100.0,65,75
5,33,2,small,0.9996324037897371,1,75.0,100.0,65,75
5,33,3,small,1.0000000000000002,1,75.0,100.0,65,75
5,34,0,large,0.8769203581194823,1,75.0,100.0,65,75
5,34,1,small,0.9951059303625097,1,75.0,100.0,65,75
5,34,2,small,0.9996243278095955,1,75.0,100.0,65,75
5,34,3,small,1.0000000000000002,1,75.0,100.0,65,75
5,35,0,large,0.8827812934471259,1,75.0,100.0,65,75
5,35,1,small,0.9949995313058337,1,75.0,100.0,65,75
5,35,2,small,0.9996178545219171,1,75.0,100.0,65,75
5,35,3,small,1.0000000000000002,1,75.0,100.0,65,75
5,36,0,large,0.8864400596932335,1,75.0,100.0,65,75
5,36,1,small,0.9949143631562278,1,75.0,100.0,65,75
5,36,2,small,0.9996128496022045,1,75.0,100.0,65,75
5,36,3,small,1.0000000000000002,1,75.0,100.0,65,75
5,37,0,large,0.8879099469605886,1,75.0,100.0,65,75
5,37,1,small,0.9948486451902447,1,75.0,100.0,65,75
5,37,2,large,0.999625193236885,1,75.0,100.0,65,75
5,37,3,small,1.0000000000000002,1,75.0,100.0,65,75
5,38,0,large,0.8872036124899378,1,75.0,100.0,65,75
5,38,1,large,0.9950263737466005,1,75.0,100.0,65,75
5,38,2,large,0.9996430411779859,1,75.0,100.0,65,75
5,38,3,small,1.0000000000000002,1,75.0,100.0,65,75
5,39,0,large,0.8843331107962776,1,75.0,100.0,65,75
5,39,1,large,0.9952632130920005,1,75.0,100.0,65,75
5,39,2,large,0.9996600392171293,1,75.0,100.0,65,75
5,39,3,small,1.0000000000000002,1,75.0,100.0,65,75
5,40,0,large,0.8793099223700814,1,75.0,100.0,65,75
5,40,1,large,0.9954887743733338,1,75.0,100.0,65,75
5,40,2,large,0.9996762278258373,1,75.0,100.0,65,75
5,40,3,small,1.0000000000000002,1,75.0,100.0,65,75
5,41,0,large,0.8721449810117992,1,75.0,100.0,65,75
5,41,1,large,0.9957035946412702,1,75.0,100.0,65,75
5,41,2,large,0.9996916455484164,1,75.0,100.0,65,75
5,41,3,small,1.0000000000000002,1,75.0,100.0,65,75
5,42,0,small,0.8689659671370447,1,75.0,100.0,65,75
5,42,1,large,0.9959081853726383,1,75.0,100.0,65,75
5,42,2,large,0.9997063290937299,1,75.0,100.0,65,75
5,42,3,small,1.0000000000000002,1,75.0,100.0,65,75
5,43,0,small,0.8698692120857364,1,75.0,100.0,65,75
5,43,1,large,0.996103033688227,1,75.0,100.0,65,75
5,43,2,large,0.9997203134225998,1,75.0,100.0,65,75
5,43,3,small,1.0000000000000002,1,75.0,100.0,65,75
5,44,0,small,0.8705300482929724,1,75.0,100.0,65,75
5,44,1,large,0.996288603512597,1,75.0,100.0,65,75
5,44,2,large,0.9997336318310474,1,75.0,100.0,65,75
5,44,3,small,1.0000000000000002,1,75.0,100.0,65,75
5,45,0,small,0.8708561354462635,1,75.0,100.0,65,75
5,45,1,large,0.9964653366786638,1,75.0,100.0,65,75
5,45,2,large,0.9997463160295689,1,75.0,100.0,65,75
5,45,3,small,1.0000000000000002,1,75.0,100.0,65,75
5,46,0,small,0.870764477228282,1,75.0,100.0,65,75
5,46,1,large,0.9966336539796797,1,75.0,100.0,65,75
5,46,2,large,0.9997583962186369,1,75.0,100.0,65,75
5,46,3,small,1.0000000000000002,1,75.0,100.0,65,75
5,47,0,small,0.8701807408010238,1,75.0,100.0,65,75
5,47,1,small,0.9944840763849825,1,75.0,100.0,65,75
5,47,2,small,0.9995832651499116,1,75.0,100.0,65,75
5,47,3,small,1.0000000000000002,1,75.0,100.0,65,75
5,48,0,small,0.8690386199128053,1,75.0,100.0,65,75
5,48,1,small,0.994566721836144,1,75.0,100.0,65,75
5,48,2,small,0.9995901897447074,1,75.0,100.0,65,75
5,48,3,small,1.0000000000000002,1,75.0,100.0,65,75
5,49,0,small,0.8672792390166599,1,75.0,100.0,65,75
5,49,1,small,0.9946540040552563,1,75.0,100.0,65,75
5,49,2,small,0.9995973998312692,1,75.0,100.0,65,75
5,49,3,small,1.0000000000000002,1,75.0,100.0,65,75
5,50,0,small,0.8648505959384856,1,75.0,100.0,65,75
5,50,1,small,0.9947452940407203,1,75.0,100.0,65,75
5,50,2,small,0.9996048525178752,1,75.0,100.0,65,75
5,50,3,small,1.0000000000000002,1,75.0,100.0,65,75
5,51,0,small,0.861707040774748,1,75.0,100.0,65,75
5,51,1,small,0.9948400121816385,1,75.0,100.0,65,75
5,51,2,small,0.9996125083503575,1,75.0,100.0,65,75
5,51,3,small,1.0000000000000002,1,75.0,100.0,65,75
5,52,0,small,0.8578087888330933,1,75.0,100.0,65,75
5,52,1,small,0.9946541782682271,1,75.0,100.0,65,75
5,52,2,small,0.9994077460479596,1,75.0,100.0,65,75
5,52,3,small,1.0000000000000002,1,75.0,100.0,65,75
5,53,0,small,0.853121465555327,1,75.0,100.0,65,75
5,53,1,small,0.9940158840649781,1,75.0,100.0,65,75
5,53,2,small,0.9994359486171043,1,75.0,100.0,65,75
5,53,3,small,1.0000000000000002,1,75.0,100.0,65,75
5,54,0,small,0.8476156814812639,1,75.0,100.0,65,75
5,54,1,small,0.9925151276809315,1,75.0,100.0,65,75
5,54,2,small,0.999462808206766,1,75.0,100.0,65,75
5,54,3,small,1.0000000000000002,1,75.0,100.0,65,75
5,55,0,small,0.8548720776012038,1,75.0,100.0,65,75
5,55,1,small,0.9928715501723157,1,75.0,100.0,65,75
5,55,2,small,0.9994883887683486,1,75.0,100.0,65,75
5,55,3,small,1.0000000000000002,1,75.0,100.0,65,75
5,56,0,small,0.8617829310487655,1,75.0,100.0,65,75
5,56,1,small,0.9932110001641103,1,75.0,100.0,65,75
5,56,2,small,0.999512751207951,1,75.0,100.0,65,75
5,56,3,small,1.0000000000000002,1,75.0,100.0,65,75
5,57,0,small,0.8683646962369196,1,75.0,100.0,65,75
5,57,1,small,0.9935342858705812,1,75.0,100.0,65,75
5,57,2,small,0.999535953531382,1,75.0,100.0,65,75
5,57,3,small,1.0000000000000002,1,75.0,100.0,65,75
5,58,0,small,0.8746330440351616,1,75.0,100.0,65,75
5,58,1,small,0.9938421770196012,1,75.0,100.0,65,75
5,58,2,small,0.9995580509822687,1,75.0,100.0,65,75
5,58,3,small,1.0000000000000002,1,75.0,100.0,65,75
5,59,0,small,0.8806028990811063,1,75.0,100.0,65,75
5,59,1,small,0.9941354066853345,1,75.0,100.0,65,75
5,59,2,small,0.9995790961735892,1,75.0,100.0,65,75
5,59,3,small,1.0000000000000002,1,75.0,100.0,65,75
5,60,0,small,0.8862884753153394,1,75.0,100.0,65,75
5,60,1,small,0.9944146730336519,1,75.0,100.0,65,75
5,60,2,small,0.9995991392129422,1,75.0,100.0,65,75
5,60,3,small,1.0000000000000002,1,75.0,100.0,65,75
5,61,0,small,0.8893223574431803,1,75.0,100.0,65,75
5,61,1,small,0.9946806409844304,1,75.0,100.0,65,75
5,61,2,small,0.9996182278218497,1,75.0,100.0,65,75
5,61,3,small,1.0000000000000002,1,75.0,100.0,65,75
5,62,0,small,0.8898308166125527,1,75.0,100.0,65,75
5,62,1,small,0.9949339437946958,1,75.0,100.0,65,75
5,62,2,small,0.9996364074493808,1,75.0,100.0,65,75
5,62,3,small,1.0000000000000002,1,75.0,100.0,65,75
5,63,0,small,0.887934111059574,1,75.0,100.0,65,75
5,63,1,small,0.995175184566377,1,75.0,100.0,65,75
5,63,2,small,0.9996537213803626,1,75.0,100.0,65,75
5,63,3,small,1.0000000000000002,1,75.0,100.0,65,75
5,64,0,small,0.8837467724376895,1,75.0,100.0,65,75
5,64,1,small,0.9954049376822638,1,75.0,100.0,65,75
5,64,2,small,0.9996702108384405,1,75.0,100.0,65,75
5,64,3,small,1.0000000000000002,1,75.0,100.0,65,75
5,65,0,small,0.8773778785120852,1,75.0,100.0,65,75
5,65,1,small,0.9956237501735846,1,75.0,100.0,65,75
5,65,2,small,0.999685915084229,1,75.0,100.0,65,75
5,65,3,small,1.0000000000000002,1,75.0,100.0,65,75
5,66,0,small,0.8689313128686524,1,75.0,100.0,65,75
5,66,1,small,0.9958321430224615,1,75.0,100.0,65,75
5,66,2,small,0.9997008715087896,1,75.0,100.0,65,75
5,66,3,small,1.0000000000000002,1,75.0,100.0,65,75
5,67,0,small,0.8585060122558594,1,75.0,100.0,65,75
5,67,1,small,0.9960306124023444,1,75.0,100.0,65,75
5,67,2,small,0.9997151157226567,1,75.0,100.0,65,75
5,67,3,small,1.0000000000000002,1,75.0,100.0,65,75
5,68,0,small,0.8461962021484375,1,75.0,100.0,65,75
5,68,1,small,0.9962196308593755,1,75.0,100.0,65,75
5,68,2,small,0.9997286816406254,1,75.0,100.0,65,75
5,68,3,small,1.0000000000000002,1,75.0,100.0,65,75
5,69,0,small,0.83209162109375,1,75.0,100.0,65,75
5,69,1,small,0.9963996484375005,1,75.0,100.0,65,75
5,69,2,small,0.9997416015625004,1,75.0,100.0,65,75
5,69,3,small,1.0000000000000002,1,75.0,100.0,65,75
5,70,0,small,0.8162777343750001,1,75.0,100.0,65,75
5,70,1,small,0.9965710937500004,1,75.0,100.0,65,75
5,70,2,small,0.9997539062500004,1,75.0,100.0,65,75
5,70,3,small,1.0000000000000002,1,75.0,100.0,65,75
5,71,0,small,0.7988359375,1,75.0,100.0,65,75
5,71,1,small,0.9967343750000004,1,75.0,100.0,65,75
5,71,2,small,0.9997656250000003,1,75.0,100.0,65,75
5,71,3,small,1.0000000000000002,1,75.0,100.0,65,75
5,72,0,small,0.7798437500000001,1,75.0,100.0,65,75
5,72,1,small,0.9909375000000002,1,75.0,100.0,65,75
5,72,2,very_small,0.9953125,1,75.0,100.0,65,75
5,72,3,very_small,1.0,1,75.0,100.0,65,75
5,73,0,small,0.759375,1,75.0,100.0,65,75
5,73,1,very_small,0.9812500000000001,1,75.0,100.0,65,75
5,73,2,very_small,1.0,1,75.0,100.0,65,75
5,73,3,very_small,1.0,1,75.0,100.0,65,75
5,74,0,small,0.7375,1,75.0,100.0,65,75
5,74,1,small,0.9625000000000001,1,75.0,100.0,65,75
5,74,2,very_small,1.0,1,75.0,100.0,65,75
5,74,3,very_small,1.0,1,75.0,100.0,65,75
5,75,0,small,0.7,1,75.0,100.0,65,75
5,75,1,small,0.9375000000000001,1,75.0,100.0,65,75
5,75,2,very_small,1.0,1,75.0,100.0,65,75
5,75,3,very_small,1.0,1,75.0,100.0,65,75
5,76,0,small,0.66,1,75.0,100.0,65,75
5,76,1,small,0.9062500000000001,1,75.0,100.0,65,75
5,76,2,very_small,1.0,1,75.0,100.0,65,75
5,76,3,very_small,1.0,1,75.0,100.0,65,75
5,77,0,small,0.6174999999999999,1,75.0,100.0,65,75
5,77,1,very_small,0.8687500000000001,1,75.0,100.0,65,75
5,77,2,very_small,1.0,1,75.0,100.0,65,75
5,77,3,very_small,1.0,1,75.0,100.0,65,75
5,78,0,small,0.5724999999999999,1,75.0,100.0,65,75
5,78,1,very_small,0.8250000000000002,1,75.0,100.0,65,75
5,78,2,very_small,1.0,1,75.0,100.0,65,75
5,78,3,very_small,1.0,1,75.0,100.0,65,75
5,79,0,small,0.525,1,75.0,100.0,65,75
5,79,1,small,0.7774999999999999,1,75.0,100.0,65,75
5,79,2,very_small,1.0,1,75.0,100.0,65,75
5,79,3,very_small,1.0,1,75.0,100.0,65,75
5,80,0,small,0.47500000000000014,1,75.0,100.0,65,75
5,80,1,small,0.7274999999999998,1,75.0,100.0,65,75
5,80,2,very_small,1.0,1,75.0,100.0,65,75
5,80,3,very_small,1.0,1,75.0,100.0,65,75
5,81,0,small,0.42750000000000016,1,75.0,100.0,65,75
5,81,1,small,0.6774999999999999,1,75.0,100.0,65,75
5,81,2,very_small,1.0,1,75.0,100.0,65,75
5,81,3,very_small,1.0,1,75.0,100.0,65,75
5,82,0,small,0.3825000000000001,1,75.0,100.0,65,75
5,82,1,small,0.6275,1,75.0,100.0,65,75
5,82,2,very_small,1.0,1,75.0,100.0,65,75
5,82,3,very_small,1.0,1,75.0,100.0,65,75
5,83,0,small,0.3400000000000001,1,75.0,100.0,65,75
5,83,1,small,0.5774999999999999,1,75.0,100.0,65,75
5,83,2,very_small,0.984375,1,75.0,100.0,65,75
5,83,3,very_small,0.984375,1,75.0,100.0,65,75
5,84,0,small,0.3,1,75.0,100.0,65,75
5,84,1,small,0.5275,1,75.0,100.0,65,75
5,84,2,very_small,0.953125,1,75.0,100.0,65,75
5,84,3,very_small,0.953125,1,75.0,100.0,65,75
5,85,0,small,0.2625,1,75.0,100.0,65,75
5,85,1,small,0.4775,1,75.0,100.0,65,75
5,85,2,very_small,0.90625,1,75.0,100.0,65,75
5,85,3,very_small,0.90625,1,75.0,100.0,65,75
5,86,0,small,0.22749999999999998,1,75.0,100.0,65,75
5,86,1,small,0.42750000000000005,1,75.0,100.0,65,75
5,86,2,very_small,0.84375,1,75.0,100.0,65,75
5,86,3,very_small,0.84375,1,75.0,100.0,65,75
5,87,0,small,0.195,1,75.0,100.0,65,75
5,87,1,small,0.3775,1,75.0,100.0,65,75
5,87,2,very_small,0.765625,1,75.0,100.0,65,75
5,87,3,very_small,0.765625,1,75.0,100.0,65,75
5,88,0,small,0.16500000000000004,1,75.0,100.0,65,75
5,88,1,small,0.32750000000000007,1,75.0,100.0,65,75
5,88,2,very_small,0.671875,1,75.0,100.0,65,75
5,88,3,very_small,0.671875,1,75.0,100.0,65,75
5,89,0,small,0.1375,1,75.0,100.0,65,75
5,89,1,small,0.2775,1,75.0,100.0,65,75
5,89,2,very_small,0.5625,1,75.0,100.0,65,75
5,89,3,very_small,0.5625,1,75.0,100.0,65,75
5,90,0,small,0.11250000000000002,1,75.0,100.0,65,75
5,90,1,small,0.2275,1,75.0,100.0,65,75
5,90,2,very_small,0.44375,1,75.0,100.0,65,75
5,90,3,very_small,0.44375,1,75.0,100.0,65,75
5,91,0,small,0.09000000000000002,1,75.0,100.0,65,75
5,91,1,small,0.17750000000000002,1,75.0,100.0,65,75
5,91,2,very_small,0.334375,1,75.0,100.0,65,75
5,91,3,very_small,0.334375,1,75.0,100.0,65,75
5,92,0,small,0.07,1,75.0,100.0,65,75
5,92,1,small,0.13375,1,75.0,100.0,65,75
5,92,2,very_small,0.240625,1,75.0,100.0,65,75
5,92,3,very_small,0.240625,1,75.0,100.0,65,75
5,93,0,small,0.052500000000000005,1,75.0,100.0,65,75
5,93,1,small,0.09625000000000002,1,75.0,100.0,65,75
5,93,2,very_small,0.1625,1,75.0,100.0,65,75
5,93,3,very_small,0.1625,1,75.0,100.0,65,75
5,94,0,small,0.037500000000000006,1,75.0,100.0,65,75
5,94,1,small,0.06500000000000002,1,75.0,100.0,65,75
5,94,2,very_small,0.1,1,75.0,100.0,65,75
5,94,3,very_small,0.1,1,75.0,100.0,65,75
5,95,0,small,0.025,1,75.0,100.0,65,75
5,95,1,small,0.04,1,75.0,100.0,65,75
5,95,2,very_small,0.053125,1,75.0,100.0,65,75
5,95,3,very_small,0.053125,1,75.0,100.0,65,75
5,96,0,small,0.015000000000000003,1,75.0,100.0,65,75
5,96,1,small,0.021250000000000005,1,75.0,100.0,65,75
5,96,2,very_small,0.021875,1,75.0,100.0,65,75
5,96,3,very_small,0.021875,1,75.0,100.0,65,75
5,97,0,small,0.0075000000000000015,1,75.0,100.0,65,75
5,97,1,small,0.00875,1,75.0,100.0,65,75
5,97,2,small,0.00875,1,75.0,100.0,65,75
5,97,3,small,0.00875,1,75.0,100.0,65,75
5,98,0,small,0.0025000000000000005,1,75.0,100.0,65,75
5,98,1,small,0.0025000000000000005,1,75.0,100.0,65,75
5,98,2,small,0.0025000000000000005,1,75.0,100.0,65,75
5,98,3,small,0.0025000000000000005,1,75.0,100.0,65,75
5,99,0,small,0.0,1,75.0,100.0,65,75
5,99,1,small,0.0,1,75.0,100.0,65,75
5,99,2,small,0.0,1,75.0,100.0,65,75
5,99,3,small,0.0,1,75.0,100.0,65,75
5,100,0,small,0.0,1,75.0,100.0,65,75
5,100,1,small,0.0,1,75.0,100.0,65,75
5,100,2,small,0.0,1,75.0,100.0,65,75
5,100,3,small,0.0,1,75.0,100.0,65,75
6,0,0,small,1.0000000000000002,1,80.0,100.0,70,80
6,0,1,small,1.0000000000000002,1,80.0,100.0,70,80
6,0,2,small,1.0000000000000002,1,80.0,100.0,70,80
6,0,3,small,1.0000000000000002,1,80.0,100.0,70,80
6,1,0,small,1.0000000000000002,1,80.0,100.0,70,80
6,1,1,small,1.0000000000000002,1,80.0,100.0,70,80
6,1,2,small,1.0000000000000002,1,80.0,100.0,70,80
6,1,3,small,1.0000000000000002,1,80.0,100.0,70,80
6,2,0,small,1.0000000000000002,1,80.0,100.0,70,80
6,2,1,small,1.0000000000000002,1,80.0,100.0,70,80
6,2,2,small,1.0000000000000002,1,80.0,100.0,70,80
6,2,3,small,1.0000000000000002,1,80.0,100.0,70,80
6,3,0,small,1.0000000000000002,1,80.0,100.0,70,80
